Name,Labelbox category,Labelbox Object Title,Labelbox Title or Answer Text,Supervisely Values,Supervisely Category,Checkbox for follow-up,Assigned to
"""Top""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Top"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Top""","""Top""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Back-side railing""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Back side"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Back-side railing""","""Back side""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Complete or partially occluded?""-""objects"" -> ""classifications"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Complete or partially occluded?""","""* Partially occluded or Complete?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Complete""","""Complete""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Partially occluded""","""Partially Occluded""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Ruined or intact?""-""objects"" -> ""classifications"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""* Ruined or intact?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Ruined or intact?""","""* Ruined or intact?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Ruined""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Ruined"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Ruined""","""Ruined""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Intact""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""bridge (built works)"""" """"objects"""" -> """"title""""""===>""""""Intact"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""bridge (built works)"""" """"objects"""" -> """"title""""""","""Intact""","""Intact""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Field area or fence?""-""objects"" -> ""classifications"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""* Field area, fence or wall type?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Field area or fence?""","""* Field area, fence or wall type?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Field area""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Field area"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Field area""","""Field area""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Fence""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Fence"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Fence""","""Fence""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Stone wall""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Stone wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Stone wall""","""Stone wall""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Retaining Wall""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Retaining wall"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Retaining Wall""","""Retaining wall""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Complete or partially occluded?""-""objects"" -> ""classifications"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Complete or partially occluded?""","""* Partially occluded or Complete?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Complete""","""Complete""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""fenced field (land)"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""fenced field (land)"""" """"objects"""" -> """"title""""""","""Partially occluded""","""Partially Occluded""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""tag the wheels separately""-""objects"" -> ""classifications"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""* Front Facade, Side Facade, Round, Eave, Top, or Back side?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""tag the wheels separately""","""* Front Facade, Side Facade, Round, Eave, Top, or Back side?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""wheel""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Wheel"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""wheel""","""Wheel""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""front facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""front facade""","""Front facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""side facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""side facade""","""Side facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""roof""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Roof front"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""roof""","""Roof front""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Complete or partially occluded""-""objects"" -> ""classifications"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""Complete or partially occluded""","""* Partially occluded or Complete?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""Complete""","""Complete""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""mills (buildings)"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""mills (buildings)"""" """"objects"""" -> """"title""""""","""Partially occluded""","""Partially Occluded""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Shape""-""objects"" -> ""classifications"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""* Front Facade, Side Facade, Round, Eave, Top, or Back side?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Shape""","""* Front Facade, Side Facade, Round, Eave, Top, or Back side?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Round side""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Round facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Round side""","""Round facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Rectangular front facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Rectangular front facade""","""Front facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Rectangular side facade""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Rectangular side facade""","""Side facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Round top""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Top"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Round top""","""Top""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Rectangular top""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Top"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Rectangular top""","""Top""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Fountain face""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Fountain face""","""Front facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Fountain side""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Fountain side""","""Side facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Trough face""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Front facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Trough face""","""Front facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Trough side""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Side facade"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Trough side""","""Side facade""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Complete or partially occluded?""-""objects"" -> ""classifications"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Complete or partially occluded?""","""* Partially occluded or Complete?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Complete""","""Complete""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""well (structures)"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""well (structures)"""" """"objects"""" -> """"title""""""","""Partially occluded""","""Partially Occluded""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Animal type""-""objects"" -> ""classifications"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""* Animal type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Animal type""","""* Animal type""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Duarte de Armas' horse (Only if not mounted)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Duarte de Armas' horse (Only if not mounted)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Duarte de Armas' horse (Only if not mounted)""","""Duarte de Armas' horse (Only if not mounted)""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Sheep""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Sheep"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Sheep""","""Sheep""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Bird""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Bird"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Bird""","""Bird""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Pack horse""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Pack Horse"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Pack horse""","""Pack Horse""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Complete or partially occluded""-""objects"" -> ""classifications"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Complete or partially occluded""","""* Partially occluded or Complete?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Complete""","""Complete""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""domestic animal"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""domestic animal"""" """"objects"""" -> """"title""""""","""Partially occluded""","""Partially Occluded""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Singular or a sample from a group?""-""objects"" -> ""classifications"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""* Singular or sample from a group?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""rock"""" """"objects"""" -> """"title""""""","""Singular or a sample from a group?""","""* Singular or sample from a group?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Single""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""Single"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""rock"""" """"objects"""" -> """"title""""""","""Single""","""Single""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""A sample from a large group""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""Sample from a group"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""rock"""" """"objects"""" -> """"title""""""","""A sample from a large group""","""Sample from a group""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Complete or partially occluded""-""objects"" -> ""classifications"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""rock"""" """"objects"""" -> """"title""""""","""Complete or partially occluded""","""* Partially occluded or Complete?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""rock"""" """"objects"""" -> """"title""""""","""Complete""","""Complete""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""rock"""" """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""rock"""" """"objects"""" -> """"title""""""","""Partially occluded""","""Partially Occluded""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""architecture category""-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""architecture category""","""* Container type""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Fortification container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""Fortification container""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""House container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""House container""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Natural landscape container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""Natural landscape container""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Religious building container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""Religious building container""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Mill, bridge, gallows, or other structure container""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""Mill, bridge, gallows, or other structure container""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""tower, wall, keep, gate -  Trace around all parts of a single piece: i.e. an entire tower with front, side and roof.-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""tower, wall, keep, gate -  Trace around all parts of a single piece: i.e. an entire tower with front, side and roof.","""* Container type""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""tower""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""tower""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""keep""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""keep""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""wall""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""wall""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""gate""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""gate""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""interior building""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""interior building""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""breteche""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""breteche""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""corbeled turret""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""corbeled turret""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""chimney""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""chimney""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Landscape container types - Trace over entire composite areas - (Most rivers will not need to be contained unless they are broken by a bridge)""-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""Landscape container types - Trace over entire composite areas - (Most rivers will not need to be contained unless they are broken by a bridge)""","""* Container type""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
